"WorkerId","cond","trialnum","correct","sex","age","lang","rt","itemnum","trialtype"
"AELOYBHVZFDW9",2,12,"Y","""M""","""55""","""english""",1015,"3vs1","inference"
"A2UF2FRGVW4T89",1,12,"Y","""M""","""45""","""English""",1308,"2vs1","inference"
"A1XOXGWBAN6HEJ",1,12,"Y","""M""","""35""","""english""",1399,"2vs1","inference"
"A7RAVFS10BUZ1",2,12,"Y","""M""","""55""","""English""",1991,"3vs1","inference"
"A2179VLITZ8QHP",2,13,"Y","""M""","""35""","""English""",915,"1vs1","control_single"
"A1F63RK1PMJS5Y",1,13,"Y","""M""","""35""","""English""",1147,"1vs1","control_single"
"A2OYTHYZI938A7",1,13,"Y","""F""","""35""","""English""",508,"1vs1","control_single"
"A2ZH5LDUY5UFD4",1,13,"Y","""M""","""45""","""English""",793,"1vs1","control_single"
"A2RXJXDJ5IWHCF",2,13,"Y","""F""","""35""","""English""",890,"1vs1","control_single"
"A1Y8MOE9J7CMPQ",1,13,"Y","""M""","""45""","""English""",593,"1vs1","control_single"
"A3LZG0E2BOVFI0",2,13,"Y","""F""","""55""","""English""",1142,"1vs1","control_single"
"A10K8ZSAU26T49",2,13,"Y","""F""","""55""","""English""",1533,"1vs1","control_single"
"AIUKV0KVALMY6",1,13,"Y","""F""","""35""","""english""",1111,"1vs1","control_single"
"A3MBIX6DHJS68K",2,13,"Y","""F""","""35""","""English""",725,"1vs1","control_single"
"A3CD3C99T8S6ON",2,13,"Y","""M""","""25""","""English""",1064,"1vs1","control_single"
"A3SW1BXR31CZY0",1,13,"Y","""M""","""35""","""English""",642,"1vs1","control_single"
"AK467M5VTG7N4",1,13,"Y","""M""","""25""","""English""",2112,"1vs1","control_single"
"A24MK3QPZ1V1L8",1,13,"Y","""M""","""35""","""english""",613,"1vs1","control_single"
"ADKKDK6P4MS1Z",2,13,"Y","""M""","""35""","""english""",934,"1vs1","control_single"
"A3H369LHNNJ1XR",1,13,"Y","""M""","""25""","""English""",778,"1vs1","control_single"
"AKLG79EPGKTDP",1,13,"Y","""F""","""25""","""English""",494,"1vs1","control_single"
"A1GSIR59HGF3SZ",1,13,"Y","""F""","""35""","""English""",799,"1vs1","control_single"
"A1HBIE5LRTQK1L",1,13,"Y","""M""","""55""","""English""",575,"1vs1","control_single"
"ARI4DPDWL5SZY",2,13,"Y","""M""","""35""","""English""",454,"1vs1","control_single"
"A6IFXOBCV436G",1,13,"Y","""M""","""35""","""english""",553,"1vs1","control_single"
"A2FD57QQWT1J2N",2,13,"Y","""M""","""35""","""english""",773,"1vs1","control_single"
"A1VSHM4NLZ705D",1,13,"Y","""M""","""35""","""English""",1001,"1vs1","control_single"
"A38R7SIVV118KT",2,13,"Y","""M""","""65""","""english""",866,"1vs1","control_single"
"A1QVNF19XSRSD7",1,13,"Y","""M""","""35""","""English""",807,"1vs1","control_single"
"A2T9WRHFRIVAFY",2,13,"Y","""F""","""35""","""English""",999,"1vs1","control_single"
"A1H11P4QSM08Y1",2,13,"Y","""M""","""35""","""english""",691,"1vs1","control_single"
"A3MQS8KPUMZB9W",1,13,"Y","""F""","""45""","""English""",1244,"1vs1","control_single"
"A1A2X0T1XE8K89",1,13,"Y","""M""","""25""","""english""",520,"1vs1","control_single"
"A3P74FP62XNVYI",1,13,"Y","""M""","""65""","""English""",937,"1vs1","control_single"
"A302M81U0HM7RJ",1,13,"Y","""M""","""35""","""english""",568,"1vs1","control_single"
"A27BKFN6UB1LDP",2,13,"Y","""F""","""35""","""English""",816,"1vs1","control_single"
"A2G333PKCQQIA0",2,13,"Y","""F""","""35""","""english""",900,"1vs1","control_single"
"ALIAR9NKPM4YU",2,13,"Y","""F""","""66""","""English""",1075,"1vs1","control_single"
"A7XL1V3G7C2VV",2,13,"Y","""M""","""25""","""English""",860,"1vs1","control_single"
"A2UIGDOLX5RV95",1,13,"Y","""F""","""25""","""English""",497,"1vs1","control_single"
"AYCHPTQRYDT7G",1,13,"Y","""F""","""45""","""English""",937,"1vs1","control_single"
"A1H72BVZEDUFZ7",1,13,"Y","""F""","""25""","""English""",1459,"1vs1","control_single"
"A3K7UC7LUKV0ZV",1,13,"Y","""M""","""35""","""English""",736,"1vs1","control_single"
"A1BDZFVHI4LH44",2,13,"Y","""M""","""25""","""English""",562,"1vs1","control_single"
"A207IHY6GERCFO",2,13,"Y","""M""","""35""","""English""",637,"1vs1","control_single"
"A3RIBFIB7C8D20",1,13,"Y","""F""","""25""","""english""",1085,"1vs1","control_single"
"A27O2IILV3S5YS",2,13,"Y","""F""","""35""","""English""",491,"1vs1","control_single"
"A3HNEYFOIJWPH1",2,13,"Y","""M""","""35""","""English""",666,"1vs1","control_single"
"AELOYBHVZFDW9",2,13,"Y","""M""","""55""","""english""",726,"1vs1","control_single"
"A2UF2FRGVW4T89",1,13,"Y","""M""","""45""","""English""",1291,"1vs1","control_single"
"A1XOXGWBAN6HEJ",1,13,"Y","""M""","""35""","""english""",819,"1vs1","control_single"
"A7RAVFS10BUZ1",2,13,"Y","""M""","""55""","""English""",1253,"1vs1","control_single"
"A2179VLITZ8QHP",2,14,"Y","""M""","""35""","""English""",824,"2vs1","control_double"
"A1F63RK1PMJS5Y",1,14,"Y","""M""","""35""","""English""",786,"2vs1","control_double"
"A2OYTHYZI938A7",1,14,"Y","""F""","""35""","""English""",548,"2vs1","control_double"
"A2ZH5LDUY5UFD4",1,14,"Y","""M""","""45""","""English""",614,"2vs1","control_double"
"A2RXJXDJ5IWHCF",2,14,"Y","""F""","""35""","""English""",477,"2vs1","control_double"
"A1Y8MOE9J7CMPQ",1,14,"Y","""M""","""45""","""English""",702,"2vs1","control_double"
"A3LZG0E2BOVFI0",2,14,"Y","""F""","""55""","""English""",1201,"2vs1","control_double"
"A10K8ZSAU26T49",2,14,"Y","""F""","""55""","""English""",1625,"2vs1","control_double"
"AIUKV0KVALMY6",1,14,"Y","""F""","""35""","""english""",1091,"2vs1","control_double"
"A3MBIX6DHJS68K",2,14,"Y","""F""","""35""","""English""",1753,"2vs1","control_double"
"A3CD3C99T8S6ON",2,14,"Y","""M""","""25""","""English""",896,"2vs1","control_double"
"A3SW1BXR31CZY0",1,14,"Y","""M""","""35""","""English""",835,"2vs1","control_double"
"AK467M5VTG7N4",1,14,"Y","""M""","""25""","""English""",1564,"2vs1","control_double"
"A24MK3QPZ1V1L8",1,14,"Y","""M""","""35""","""english""",1088,"2vs1","control_double"
"ADKKDK6P4MS1Z",2,14,"Y","""M""","""35""","""english""",2221,"2vs1","control_double"
"A3H369LHNNJ1XR",1,14,"Y","""M""","""25""","""English""",744,"2vs1","control_double"
"AKLG79EPGKTDP",1,14,"Y","""F""","""25""","""English""",616,"2vs1","control_double"
"A1GSIR59HGF3SZ",1,14,"Y","""F""","""35""","""English""",826,"2vs1","control_double"
"A1HBIE5LRTQK1L",1,14,"Y","""M""","""55""","""English""",614,"2vs1","control_double"
"ARI4DPDWL5SZY",2,14,"Y","""M""","""35""","""English""",776,"2vs1","control_double"
"A6IFXOBCV436G",1,14,"Y","""M""","""35""","""english""",1001,"2vs1","control_double"
"A2FD57QQWT1J2N",2,14,"Y","""M""","""35""","""english""",1147,"2vs1","control_double"
"A1VSHM4NLZ705D",1,14,"Y","""M""","""35""","""English""",784,"2vs1","control_double"
"A38R7SIVV118KT",2,14,"Y","""M""","""65""","""english""",857,"2vs1","control_double"
"A1QVNF19XSRSD7",1,14,"Y","""M""","""35""","""English""",1122,"2vs1","control_double"
"A2T9WRHFRIVAFY",2,14,"Y","""F""","""35""","""English""",891,"2vs1","control_double"
"A1H11P4QSM08Y1",2,14,"Y","""M""","""35""","""english""",757,"2vs1","control_double"
"A3MQS8KPUMZB9W",1,14,"Y","""F""","""45""","""English""",1173,"2vs1","control_double"
"A1A2X0T1XE8K89",1,14,"Y","""M""","""25""","""english""",514,"2vs1","control_double"
"A3P74FP62XNVYI",1,14,"Y","""M""","""65""","""English""",1210,"2vs1","control_double"
"A302M81U0HM7RJ",1,14,"Y","""M""","""35""","""english""",761,"2vs1","control_double"
"A27BKFN6UB1LDP",2,14,"Y","""F""","""35""","""English""",1129,"2vs1","control_double"
"A2G333PKCQQIA0",2,14,"Y","""F""","""35""","""english""",1354,"2vs1","control_double"
"ALIAR9NKPM4YU",2,14,"Y","""F""","""66""","""English""",934,"2vs1","control_double"
"A7XL1V3G7C2VV",2,14,"Y","""M""","""25""","""English""",730,"2vs1","control_double"
"A2UIGDOLX5RV95",1,14,"Y","""F""","""25""","""English""",503,"2vs1","control_double"
"AYCHPTQRYDT7G",1,14,"Y","""F""","""45""","""English""",1001,"2vs1","control_double"
"A1H72BVZEDUFZ7",1,14,"Y","""F""","""25""","""English""",1860,"2vs1","control_double"
"A3K7UC7LUKV0ZV",1,14,"Y","""M""","""35""","""English""",643,"2vs1","control_double"
"A1BDZFVHI4LH44",2,14,"Y","""M""","""25""","""English""",658,"2vs1","control_double"
"A207IHY6GERCFO",2,14,"Y","""M""","""35""","""English""",1046,"2vs1","control_double"
"A3RIBFIB7C8D20",1,14,"Y","""F""","""25""","""english""",1379,"2vs1","control_double"
"A27O2IILV3S5YS",2,14,"Y","""F""","""35""","""English""",1031,"2vs1","control_double"
"A3HNEYFOIJWPH1",2,14,"Y","""M""","""35""","""English""",1104,"2vs1","control_double"
"AELOYBHVZFDW9",2,14,"Y","""M""","""55""","""english""",624,"2vs1","control_double"
"A2UF2FRGVW4T89",1,14,"Y","""M""","""45""","""English""",1317,"2vs1","control_double"
"A1XOXGWBAN6HEJ",1,14,"Y","""M""","""35""","""english""",979,"2vs1","control_double"
"A7RAVFS10BUZ1",2,14,"Y","""M""","""55""","""English""",851,"2vs1","control_double"
"A2179VLITZ8QHP",2,15,"Y","""M""","""35""","""English""",1882,"3vs1","inference"
"A1F63RK1PMJS5Y",1,15,"Y","""M""","""35""","""English""",1154,"2vs1","inference"
"A2OYTHYZI938A7",1,15,"N","""F""","""35""","""English""",858,"2vs1","inference"
"A2ZH5LDUY5UFD4",1,15,"Y","""M""","""45""","""English""",1684,"2vs1","inference"
"A2RXJXDJ5IWHCF",2,15,"Y","""F""","""35""","""English""",565,"3vs1","inference"
"A1Y8MOE9J7CMPQ",1,15,"Y","""M""","""45""","""English""",858,"2vs1","inference"
"A3LZG0E2BOVFI0",2,15,"Y","""F""","""55""","""English""",1586,"3vs1","inference"
"A10K8ZSAU26T49",2,15,"Y","""F""","""55""","""English""",1487,"3vs1","inference"
"AIUKV0KVALMY6",1,15,"Y","""F""","""35""","""english""",1298,"2vs1","inference"
"A3MBIX6DHJS68K",2,15,"Y","""F""","""35""","""English""",1228,"3vs1","inference"
"A3CD3C99T8S6ON",2,15,"Y","""M""","""25""","""English""",1033,"3vs1","inference"
"A3SW1BXR31CZY0",1,15,"Y","""M""","""35""","""English""",553,"2vs1","inference"
"AK467M5VTG7N4",1,15,"N","""M""","""25""","""English""",3246,"2vs1","inference"
"A24MK3QPZ1V1L8",1,15,"Y","""M""","""35""","""english""",1131,"2vs1","inference"
"ADKKDK6P4MS1Z",2,15,"Y","""M""","""35""","""english""",1316,"3vs1","inference"
"A3H369LHNNJ1XR",1,15,"Y","""M""","""25""","""English""",874,"2vs1","inference"
"AKLG79EPGKTDP",1,15,"Y","""F""","""25""","""English""",642,"2vs1","inference"
"A1GSIR59HGF3SZ",1,15,"Y","""F""","""35""","""English""",1764,"2vs1","inference"
"A1HBIE5LRTQK1L",1,15,"Y","""M""","""55""","""English""",649,"2vs1","inference"
"ARI4DPDWL5SZY",2,15,"Y","""M""","""35""","""English""",535,"3vs1","inference"
"A6IFXOBCV436G",1,15,"Y","""M""","""35""","""english""",925,"2vs1","inference"
"A2FD57QQWT1J2N",2,15,"Y","""M""","""35""","""english""",1122,"3vs1","inference"
"A1VSHM4NLZ705D",1,15,"Y","""M""","""35""","""English""",1031,"2vs1","inference"
"A38R7SIVV118KT",2,15,"Y","""M""","""65""","""english""",746,"3vs1","inference"
"A1QVNF19XSRSD7",1,15,"Y","""M""","""35""","""English""",1200,"2vs1","inference"
"A2T9WRHFRIVAFY",2,15,"Y","""F""","""35""","""English""",1381,"3vs1","inference"
"A1H11P4QSM08Y1",2,15,"Y","""M""","""35""","""english""",782,"3vs1","inference"
"A3MQS8KPUMZB9W",1,15,"Y","""F""","""45""","""English""",1267,"2vs1","inference"
"A1A2X0T1XE8K89",1,15,"Y","""M""","""25""","""english""",1025,"2vs1","inference"
"A3P74FP62XNVYI",1,15,"Y","""M""","""65""","""English""",1177,"2vs1","inference"
"A302M81U0HM7RJ",1,15,"Y","""M""","""35""","""english""",969,"2vs1","inference"
"A27BKFN6UB1LDP",2,15,"Y","""F""","""35""","""English""",1129,"3vs1","inference"
"A2G333PKCQQIA0",2,15,"Y","""F""","""35""","""english""",892,"3vs1","inference"
"ALIAR9NKPM4YU",2,15,"Y","""F""","""66""","""English""",3126,"3vs1","inference"
"A7XL1V3G7C2VV",2,15,"Y","""M""","""25""","""English""",1010,"3vs1","inference"
"A2UIGDOLX5RV95",1,15,"Y","""F""","""25""","""English""",969,"2vs1","inference"
"AYCHPTQRYDT7G",1,15,"Y","""F""","""45""","""English""",1470,"2vs1","inference"
"A1H72BVZEDUFZ7",1,15,"Y","""F""","""25""","""English""",2167,"2vs1","inference"
"A3K7UC7LUKV0ZV",1,15,"Y","""M""","""35""","""English""",800,"2vs1","inference"
"A1BDZFVHI4LH44",2,15,"Y","""M""","""25""","""English""",503,"3vs1","inference"
"A207IHY6GERCFO",2,15,"Y","""M""","""35""","""English""",977,"3vs1","inference"
"A3RIBFIB7C8D20",1,15,"Y","""F""","""25""","""english""",964,"2vs1","inference"
"A27O2IILV3S5YS",2,15,"Y","""F""","""35""","""English""",692,"3vs1","inference"
"A3HNEYFOIJWPH1",2,15,"Y","""M""","""35""","""English""",802,"3vs1","inference"
"AELOYBHVZFDW9",2,15,"Y","""M""","""55""","""english""",875,"3vs1","inference"
"A2UF2FRGVW4T89",1,15,"Y","""M""","""45""","""English""",1195,"2vs1","inference"
"A1XOXGWBAN6HEJ",1,15,"Y","""M""","""35""","""english""",1043,"2vs1","inference"
"A7RAVFS10BUZ1",2,15,"Y","""M""","""55""","""English""",1118,"3vs1","inference"
"A2179VLITZ8QHP",2,16,"Y","""M""","""35""","""English""",1671,"1vs1","control_single"
"A1F63RK1PMJS5Y",1,16,"Y","""M""","""35""","""English""",1218,"2vs2","control_single"
"A2OYTHYZI938A7",1,16,"Y","""F""","""35""","""English""",886,"2vs2","control_single"
"A2ZH5LDUY5UFD4",1,16,"Y","""M""","""45""","""English""",1443,"2vs2","control_single"
"A2RXJXDJ5IWHCF",2,16,"Y","""F""","""35""","""English""",942,"1vs1","control_single"
"A1Y8MOE9J7CMPQ",1,16,"Y","""M""","""45""","""English""",992,"2vs2","control_single"
"A3LZG0E2BOVFI0",2,16,"Y","""F""","""55""","""English""",1011,"1vs1","control_single"
"A10K8ZSAU26T49",2,16,"Y","""F""","""55""","""English""",1486,"1vs1","control_single"
"AIUKV0KVALMY6",1,16,"Y","""F""","""35""","""english""",1691,"2vs2","control_single"
"A3MBIX6DHJS68K",2,16,"Y","""F""","""35""","""English""",861,"1vs1","control_single"
"A3CD3C99T8S6ON",2,16,"Y","""M""","""25""","""English""",665,"1vs1","control_single"
"A3SW1BXR31CZY0",1,16,"Y","""M""","""35""","""English""",958,"2vs2","control_single"
"AK467M5VTG7N4",1,16,"Y","""M""","""25""","""English""",1068,"2vs2","control_single"
"A24MK3QPZ1V1L8",1,16,"Y","""M""","""35""","""english""",1562,"2vs2","control_single"
"ADKKDK6P4MS1Z",2,16,"Y","""M""","""35""","""english""",834,"1vs1","control_single"
"A3H369LHNNJ1XR",1,16,"Y","""M""","""25""","""English""",752,"2vs2","control_single"
"AKLG79EPGKTDP",1,16,"Y","""F""","""25""","""English""",734,"2vs2","control_single"
"A1GSIR59HGF3SZ",1,16,"Y","""F""","""35""","""English""",1149,"2vs2","control_single"
"A1HBIE5LRTQK1L",1,16,"Y","""M""","""55""","""English""",1072,"2vs2","control_single"
"ARI4DPDWL5SZY",2,16,"Y","""M""","""35""","""English""",486,"1vs1","control_single"
"A6IFXOBCV436G",1,16,"Y","""M""","""35""","""english""",1157,"2vs2","control_single"
"A2FD57QQWT1J2N",2,16,"Y","""M""","""35""","""english""",921,"1vs1","control_single"
"A1VSHM4NLZ705D",1,16,"Y","""M""","""35""","""English""",905,"2vs2","control_single"
"A38R7SIVV118KT",2,16,"N","""M""","""65""","""english""",666,"1vs1","control_single"
"A1QVNF19XSRSD7",1,16,"Y","""M""","""35""","""English""",1376,"2vs2","control_single"
"A2T9WRHFRIVAFY",2,16,"Y","""F""","""35""","""English""",914,"1vs1","control_single"
"A1H11P4QSM08Y1",2,16,"Y","""M""","""35""","""english""",562,"1vs1","control_single"
"A3MQS8KPUMZB9W",1,16,"Y","""F""","""45""","""English""",1537,"2vs2","control_single"
"A1A2X0T1XE8K89",1,16,"Y","""M""","""25""","""english""",927,"2vs2","control_single"
"A3P74FP62XNVYI",1,16,"Y","""M""","""65""","""English""",1320,"2vs2","control_single"
"A302M81U0HM7RJ",1,16,"Y","""M""","""35""","""english""",937,"2vs2","control_single"
"A27BKFN6UB1LDP",2,16,"Y","""F""","""35""","""English""",1067,"1vs1","control_single"
"A2G333PKCQQIA0",2,16,"Y","""F""","""35""","""english""",1191,"1vs1","control_single"
"ALIAR9NKPM4YU",2,16,"Y","""F""","""66""","""English""",1275,"1vs1","control_single"
"A7XL1V3G7C2VV",2,16,"Y","""M""","""25""","""English""",1110,"1vs1","control_single"
"A2UIGDOLX5RV95",1,16,"Y","""F""","""25""","""English""",1120,"2vs2","control_single"
"AYCHPTQRYDT7G",1,16,"Y","""F""","""45""","""English""",1250,"2vs2","control_single"
"A1H72BVZEDUFZ7",1,16,"Y","""F""","""25""","""English""",1207,"2vs2","control_single"
"A3K7UC7LUKV0ZV",1,16,"Y","""M""","""35""","""English""",867,"2vs2","control_single"
"A1BDZFVHI4LH44",2,16,"Y","""M""","""25""","""English""",587,"1vs1","control_single"
"A207IHY6GERCFO",2,16,"Y","""M""","""35""","""English""",519,"1vs1","control_single"
"A3RIBFIB7C8D20",1,16,"Y","""F""","""25""","""english""",889,"2vs2","control_single"
"A27O2IILV3S5YS",2,16,"Y","""F""","""35""","""English""",453,"1vs1","control_single"
"A3HNEYFOIJWPH1",2,16,"Y","""M""","""35""","""English""",623,"1vs1","control_single"
"AELOYBHVZFDW9",2,16,"Y","""M""","""55""","""english""",565,"1vs1","control_single"
"A2UF2FRGVW4T89",1,16,"Y","""M""","""45""","""English""",1199,"2vs2","control_single"
"A1XOXGWBAN6HEJ",1,16,"Y","""M""","""35""","""english""",1048,"2vs2","control_single"
"A7RAVFS10BUZ1",2,16,"Y","""M""","""55""","""English""",1224,"1vs1","control_single"
"A2179VLITZ8QHP",2,17,"Y","""M""","""35""","""English""",1198,"3vs1","inference"
"A1F63RK1PMJS5Y",1,17,"Y","""M""","""35""","""English""",1474,"2vs1","inference"
"A2OYTHYZI938A7",1,17,"N","""F""","""35""","""English""",688,"2vs1","inference"
"A2ZH5LDUY5UFD4",1,17,"Y","""M""","""45""","""English""",837,"2vs1","inference"
"A2RXJXDJ5IWHCF",2,17,"Y","""F""","""35""","""English""",684,"3vs1","inference"
"A1Y8MOE9J7CMPQ",1,17,"Y","""M""","""45""","""English""",781,"2vs1","inference"
"A3LZG0E2BOVFI0",2,17,"Y","""F""","""55""","""English""",1208,"3vs1","inference"
"A10K8ZSAU26T49",2,17,"Y","""F""","""55""","""English""",1500,"3vs1","inference"
"AIUKV0KVALMY6",1,17,"Y","""F""","""35""","""english""",1474,"2vs1","inference"
"A3MBIX6DHJS68K",2,17,"Y","""F""","""35""","""English""",1079,"3vs1","inference"
"A3CD3C99T8S6ON",2,17,"Y","""M""","""25""","""English""",778,"3vs1","inference"
"A3SW1BXR31CZY0",1,17,"Y","""M""","""35""","""English""",661,"2vs1","inference"
"AK467M5VTG7N4",1,17,"Y","""M""","""25""","""English""",3848,"2vs1","inference"
"A24MK3QPZ1V1L8",1,17,"Y","""M""","""35""","""english""",992,"2vs1","inference"
"ADKKDK6P4MS1Z",2,17,"Y","""M""","""35""","""english""",1131,"3vs1","inference"
"A3H369LHNNJ1XR",1,17,"Y","""M""","""25""","""English""",896,"2vs1","inference"
"AKLG79EPGKTDP",1,17,"Y","""F""","""25""","""English""",556,"2vs1","inference"
"A1GSIR59HGF3SZ",1,17,"Y","""F""","""35""","""English""",905,"2vs1","inference"
"A1HBIE5LRTQK1L",1,17,"Y","""M""","""55""","""English""",912,"2vs1","inference"
"ARI4DPDWL5SZY",2,17,"Y","""M""","""35""","""English""",410,"3vs1","inference"
"A6IFXOBCV436G",1,17,"Y","""M""","""35""","""english""",1565,"2vs1","inference"
"A2FD57QQWT1J2N",2,17,"Y","""M""","""35""","""english""",622,"3vs1","inference"
"A1VSHM4NLZ705D",1,17,"Y","""M""","""35""","""English""",1480,"2vs1","inference"
"A38R7SIVV118KT",2,17,"Y","""M""","""65""","""english""",994,"3vs1","inference"
"A1QVNF19XSRSD7",1,17,"Y","""M""","""35""","""English""",1829,"2vs1","inference"
"A2T9WRHFRIVAFY",2,17,"Y","""F""","""35""","""English""",1464,"3vs1","inference"
"A1H11P4QSM08Y1",2,17,"Y","""M""","""35""","""english""",658,"3vs1","inference"
"A3MQS8KPUMZB9W",1,17,"Y","""F""","""45""","""English""",1245,"2vs1","inference"
"A1A2X0T1XE8K89",1,17,"Y","""M""","""25""","""english""",1047,"2vs1","inference"
"A3P74FP62XNVYI",1,17,"N","""M""","""65""","""English""",1218,"2vs1","inference"
"A302M81U0HM7RJ",1,17,"Y","""M""","""35""","""english""",1194,"2vs1","inference"
"A27BKFN6UB1LDP",2,17,"Y","""F""","""35""","""English""",976,"3vs1","inference"
"A2G333PKCQQIA0",2,17,"Y","""F""","""35""","""english""",781,"3vs1","inference"
"ALIAR9NKPM4YU",2,17,"Y","""F""","""66""","""English""",779,"3vs1","inference"
"A7XL1V3G7C2VV",2,17,"Y","""M""","""25""","""English""",1007,"3vs1","inference"
"A2UIGDOLX5RV95",1,17,"Y","""F""","""25""","""English""",1160,"2vs1","inference"
"AYCHPTQRYDT7G",1,17,"Y","""F""","""45""","""English""",1407,"2vs1","inference"
"A1H72BVZEDUFZ7",1,17,"Y","""F""","""25""","""English""",1475,"2vs1","inference"
"A3K7UC7LUKV0ZV",1,17,"Y","""M""","""35""","""English""",849,"2vs1","inference"
"A1BDZFVHI4LH44",2,17,"Y","""M""","""25""","""English""",583,"3vs1","inference"
"A207IHY6GERCFO",2,17,"Y","""M""","""35""","""English""",699,"3vs1","inference"
"A3RIBFIB7C8D20",1,17,"Y","""F""","""25""","""english""",1406,"2vs1","inference"
"A27O2IILV3S5YS",2,17,"Y","""F""","""35""","""English""",823,"3vs1","inference"
"A3HNEYFOIJWPH1",2,17,"Y","""M""","""35""","""English""",1240,"3vs1","inference"
"AELOYBHVZFDW9",2,17,"Y","""M""","""55""","""english""",563,"3vs1","inference"
"A2UF2FRGVW4T89",1,17,"Y","""M""","""45""","""English""",1417,"2vs1","inference"
"A1XOXGWBAN6HEJ",1,17,"Y","""M""","""35""","""english""",1384,"2vs1","inference"
"A7RAVFS10BUZ1",2,17,"Y","""M""","""55""","""English""",1610,"3vs1","inference"
"A2179VLITZ8QHP",2,18,"Y","""M""","""35""","""English""",1160,"3vs1","control_double"
"A1F63RK1PMJS5Y",1,18,"Y","""M""","""35""","""English""",1026,"2vs1","control_double"
"A2OYTHYZI938A7",1,18,"Y","""F""","""35""","""English""",878,"2vs1","control_double"
"A2ZH5LDUY5UFD4",1,18,"Y","""M""","""45""","""English""",1047,"2vs1","control_double"
"A2RXJXDJ5IWHCF",2,18,"Y","""F""","""35""","""English""",784,"3vs1","control_double"
"A1Y8MOE9J7CMPQ",1,18,"Y","""M""","""45""","""English""",857,"2vs1","control_double"
"A3LZG0E2BOVFI0",2,18,"Y","""F""","""55""","""English""",1497,"3vs1","control_double"
"A10K8ZSAU26T49",2,18,"Y","""F""","""55""","""English""",2018,"3vs1","control_double"
"AIUKV0KVALMY6",1,18,"Y","""F""","""35""","""english""",1514,"2vs1","control_double"
"A3MBIX6DHJS68K",2,18,"Y","""F""","""35""","""English""",924,"3vs1","control_double"
"A3CD3C99T8S6ON",2,18,"Y","""M""","""25""","""English""",1401,"3vs1","control_double"
"A3SW1BXR31CZY0",1,18,"N","""M""","""35""","""English""",673,"2vs1","control_double"
"AK467M5VTG7N4",1,18,"Y","""M""","""25""","""English""",1889,"2vs1","control_double"
"A24MK3QPZ1V1L8",1,18,"Y","""M""","""35""","""english""",960,"2vs1","control_double"
"ADKKDK6P4MS1Z",2,18,"Y","""M""","""35""","""english""",1328,"3vs1","control_double"
"A3H369LHNNJ1XR",1,18,"Y","""M""","""25""","""English""",953,"2vs1","control_double"
"AKLG79EPGKTDP",1,18,"Y","""F""","""25""","""English""",792,"2vs1","control_double"
"A1GSIR59HGF3SZ",1,18,"Y","""F""","""35""","""English""",1228,"2vs1","control_double"
"A1HBIE5LRTQK1L",1,18,"N","""M""","""55""","""English""",959,"2vs1","control_double"
"ARI4DPDWL5SZY",2,18,"Y","""M""","""35""","""English""",822,"3vs1","control_double"
"A6IFXOBCV436G",1,18,"Y","""M""","""35""","""english""",1374,"2vs1","control_double"
"A2FD57QQWT1J2N",2,18,"Y","""M""","""35""","""english""",1209,"3vs1","control_double"
"A1VSHM4NLZ705D",1,18,"Y","""M""","""35""","""English""",939,"2vs1","control_double"
"A38R7SIVV118KT",2,18,"Y","""M""","""65""","""english""",1074,"3vs1","control_double"
"A1QVNF19XSRSD7",1,18,"Y","""M""","""35""","""English""",1112,"2vs1","control_double"
"A2T9WRHFRIVAFY",2,18,"Y","""F""","""35""","""English""",1075,"3vs1","control_double"
"A1H11P4QSM08Y1",2,18,"Y","""M""","""35""","""english""",771,"3vs1","control_double"
"A3MQS8KPUMZB9W",1,18,"Y","""F""","""45""","""English""",1624,"2vs1","control_double"
"A1A2X0T1XE8K89",1,18,"Y","""M""","""25""","""english""",927,"2vs1","control_double"
"A3P74FP62XNVYI",1,18,"Y","""M""","""65""","""English""",953,"2vs1","control_double"
"A302M81U0HM7RJ",1,18,"Y","""M""","""35""","""english""",1162,"2vs1","control_double"
"A27BKFN6UB1LDP",2,18,"N","""F""","""35""","""English""",940,"3vs1","control_double"
"A2G333PKCQQIA0",2,18,"Y","""F""","""35""","""english""",1344,"3vs1","control_double"
"ALIAR9NKPM4YU",2,18,"Y","""F""","""66""","""English""",1306,"3vs1","control_double"
"A7XL1V3G7C2VV",2,18,"Y","""M""","""25""","""English""",960,"3vs1","control_double"
"A2UIGDOLX5RV95",1,18,"Y","""F""","""25""","""English""",1179,"2vs1","control_double"
"AYCHPTQRYDT7G",1,18,"Y","""F""","""45""","""English""",876,"2vs1","control_double"
"A1H72BVZEDUFZ7",1,18,"Y","""F""","""25""","""English""",1680,"2vs1","control_double"
"A3K7UC7LUKV0ZV",1,18,"Y","""M""","""35""","""English""",830,"2vs1","control_double"
"A1BDZFVHI4LH44",2,18,"N","""M""","""25""","""English""",643,"3vs1","control_double"
"A207IHY6GERCFO",2,18,"Y","""M""","""35""","""English""",1123,"3vs1","control_double"
"A3RIBFIB7C8D20",1,18,"Y","""F""","""25""","""english""",1000,"2vs1","control_double"
"A27O2IILV3S5YS",2,18,"Y","""F""","""35""","""English""",3534,"3vs1","control_double"
"A3HNEYFOIJWPH1",2,18,"Y","""M""","""35""","""English""",1142,"3vs1","control_double"
"AELOYBHVZFDW9",2,18,"Y","""M""","""55""","""english""",885,"3vs1","control_double"
